Date,Year,Month,Quarter,Branch,ProductCategory,ProductName,UnitsSold,UnitPrice,TotalSales,COGS,Profit Margin,GrossProfit,OperatingExpenses,Expense Ratio,NetProfit,PaymentMethod,Region
22-10-2023,2023,10,Q4,Store_10,Groceries,Milk,16,231.63,3706.08,1835.36,50.48%,1870.72,649.44,17.52%,1221.28,Card,South
19-11-2023,2023,11,Q4,Store_3,Clothing,Dress,10,447.4,4474.00,3249.85,27.36%,1224.15,1001.80,22.39%,222.35,Card,North
05-05-2023,2023,5,Q2,Store_1,Clothing,Dress,4,231.21,924.84,570.59,38.30%,354.25,207.63,22.45%,146.62,Card,East
23-08-2024,2024,8,Q3,Store_6,Sports,Running Shoes,10,335.06,3350.60,2420.46,27.76%,930.14,512.17,15.29%,417.97,Digital Wallet,West
05-12-2024,2024,12,Q4,Store_4,Electronics,Headphones,8,192.18,1537.44,775.28,49.57%,762.16,333.52,21.69%,428.64,Card,South
25-11-2024,2024,11,Q4,Store_8,Electronics,Camera,1,46.25,46.25,35.71,22.79%,10.54,8.74,18.90%,1.80,Cash,North
17-09-2022,2022,9,Q3,Store_4,Toys,Lego Set,6,378.79,2272.74,1500.83,33.96%,771.91,432.93,19.05%,338.98,Card,South
30-07-2024,2024,7,Q3,Store_7,Toys,Board Game,15,92.67,1390.05,744.34,46.45%,645.71,400.23,28.79%,245.48,Digital Wallet,North
07-10-2023,2023,10,Q4,Store_4,Toys,Action Figure,17,163.54,2780.18,2214.88,20.33%,565.30,606.30,21.81%,-41.00,Digital Wallet,North
16-10-2022,2022,10,Q4,Store_5,Toys,Puzzle,2,285.25,570.50,302.75,46.93%,267.75,85.73,15.03%,182.02,Card,South
07-01-2022,2022,1,Q1,Store_8,Sports,Tennis Racket,13,110.34,1434.42,1129.92,21.23%,304.50,206.51,14.40%,97.99,Digital Wallet,West
23-07-2023,2023,7,Q3,Store_7,Electronics,Camera,19,26.43,502.17,383.94,23.54%,118.23,148.42,29.56%,-30.19,Card,West
13-03-2024,2024,3,Q1,Store_9,Toys,Lego Set,9,353.73,3183.57,1732.93,45.57%,1450.64,775.42,24.36%,675.22,Cash,West
23-09-2024,2024,9,Q3,Store_7,Toys,Puzzle,5,16.15,80.75,33.44,58.59%,47.31,22.13,27.41%,25.18,Cash,South
28-08-2024,2024,8,Q3,Store_3,Electronics,Tablet,15,245,3675.00,1757.36,52.18%,1917.64,400.09,10.89%,1517.55,Card,South
31-01-2023,2023,1,Q1,Store_2,Home Decor,Sofa,6,461.82,2770.92,1555.53,43.86%,1215.39,372.86,13.46%,842.53,Card,West
15-08-2024,2024,8,Q3,Store_4,Groceries,Bread,14,205.38,2875.32,1228.3,57.28%,1647.02,359.69,12.51%,1287.33,Card,South
01-02-2024,2024,2,Q1,Store_9,Clothing,Shoes,7,252.7,1768.90,1339.04,24.30%,429.86,466.74,26.39%,-36.88,Cash,East
12-01-2023,2023,1,Q1,Store_10,Electronics,Laptop,13,253.85,3300.05,1367.15,58.57%,1932.90,747.65,22.66%,1185.25,Card,North
25-08-2024,2024,8,Q3,Store_8,Home Decor,Sofa,1,324.14,324.14,222.74,31.28%,101.40,76.43,23.58%,24.97,Card,East
29-05-2024,2024,5,Q2,Store_1,Groceries,Fruits,9,150.4,1353.60,1071.15,20.87%,282.45,253.76,18.75%,28.69,Card,East
13-11-2023,2023,11,Q4,Store_10,Electronics,Smartphone,8,19.1,152.80,66.72,56.34%,86.08,22.72,14.87%,63.36,Card,West
09-01-2022,2022,1,Q1,Store_6,Groceries,Eggs,6,381.3,2287.80,1568.53,31.44%,719.27,339.41,14.84%,379.86,Digital Wallet,West
25-03-2022,2022,3,Q1,Store_7,Clothing,Shirt,9,133.83,1204.47,523.8,56.51%,680.67,358.05,29.73%,322.62,Card,North
20-11-2023,2023,11,Q4,Store_10,Toys,Lego Set,18,444.92,8008.56,3488.84,56.44%,4519.72,1721.56,21.50%,2798.16,Digital Wallet,West
30-07-2022,2022,7,Q3,Store_1,Electronics,Tablet,15,390.2,5853.00,3028.16,48.26%,2824.84,1413.91,24.16%,1410.93,Digital Wallet,East
07-01-2023,2023,1,Q1,Store_7,Toys,Board Game,10,303.28,3032.80,2320.17,23.50%,712.63,376.83,12.43%,335.80,Cash,East
27-02-2022,2022,2,Q1,Store_7,Electronics,Camera,2,256.9,513.80,212.91,58.56%,300.89,71.51,13.92%,229.38,Card,East
25-01-2024,2024,1,Q1,Store_3,Groceries,Fruits,6,434.34,2606.04,1691.35,35.10%,914.69,344.90,13.23%,569.79,Card,East
26-07-2022,2022,7,Q3,Store_2,Sports,Running Shoes,2,79.63,159.26,80.46,49.48%,78.80,21.02,13.20%,57.78,Cash,North
01-05-2022,2022,5,Q2,Store_4,Clothing,Shoes,10,370.27,3702.70,2735.84,26.11%,966.86,717.62,19.38%,249.24,Cash,West
14-02-2022,2022,2,Q1,Store_4,Home Decor,Curtains,7,334.51,2341.57,1359.36,41.95%,982.21,618.31,26.41%,363.90,Cash,North
02-08-2023,2023,8,Q3,Store_3,Groceries,Bread,13,452.63,5884.19,4282.26,27.22%,1601.93,1551.67,26.37%,50.26,Card,West
15-10-2022,2022,10,Q4,Store_8,Electronics,Tablet,17,352.14,5986.38,4126.08,31.08%,1860.30,1025.36,17.13%,834.94,Digital Wallet,North
14-01-2024,2024,1,Q1,Store_8,Toys,Lego Set,11,499.2,5491.20,3306.01,39.79%,2185.19,1401.77,25.53%,783.42,Cash,South
13-11-2024,2024,11,Q4,Store_6,Toys,Lego Set,3,400.79,1202.37,882.98,26.56%,319.39,213.96,17.79%,105.43,Card,West
07-12-2023,2023,12,Q4,Store_6,Toys,Puzzle,13,401.71,5222.23,2783.45,46.70%,2438.78,675.76,12.94%,1763.02,Cash,West
02-08-2023,2023,8,Q3,Store_4,Clothing,Shirt,16,428.59,6857.44,2918.13,57.45%,3939.31,1082.47,15.79%,2856.84,Cash,South
18-08-2024,2024,8,Q3,Store_5,Clothing,Jacket,8,210.41,1683.28,753.21,55.25%,930.07,262.82,15.61%,667.25,Card,South
18-03-2023,2023,3,Q1,Store_4,Clothing,Shoes,6,179.96,1079.76,493.59,54.29%,586.17,275.43,25.51%,310.74,Digital Wallet,North
15-01-2024,2024,1,Q1,Store_1,Groceries,Fruits,6,168.51,1011.06,536.76,46.91%,474.30,240.37,23.77%,233.93,Cash,South
17-11-2024,2024,11,Q4,Store_2,Home Decor,Curtains,14,417.04,5838.56,3280.73,43.81%,2557.83,1023.77,17.53%,1534.06,Digital Wallet,West
08-01-2023,2023,1,Q1,Store_6,Groceries,Rice,6,175.51,1053.06,443.3,57.90%,609.76,241.66,22.95%,368.10,Card,West
16-01-2023,2023,1,Q1,Store_2,Toys,Lego Set,6,48.29,289.74,150.24,48.15%,139.50,84.16,29.05%,55.34,Digital Wallet,West
13-08-2024,2024,8,Q3,Store_2,Home Decor,Sofa,11,419.89,4618.79,2624.2,43.18%,1994.59,756.09,16.37%,1238.50,Card,West
18-08-2024,2024,8,Q3,Store_5,Clothing,Shirt,17,454.11,7719.87,3260.56,57.76%,4459.31,1904.80,24.67%,2554.51,Digital Wallet,West
29-11-2023,2023,11,Q4,Store_4,Toys,Board Game,19,454.76,8640.44,6454.23,25.30%,2186.21,971.12,11.24%,1215.09,Digital Wallet,West
06-07-2022,2022,7,Q3,Store_7,Toys,Doll,2,121.13,242.26,126.66,47.72%,115.60,49.26,20.33%,66.34,Card,North
06-02-2024,2024,2,Q1,Store_8,Sports,Basketball,17,499.92,8498.64,6609.56,22.23%,1889.08,1248.82,14.69%,640.26,Digital Wallet,North
11-06-2022,2022,6,Q2,Store_2,Clothing,Shirt,16,81.28,1300.48,973.28,25.16%,327.20,380.47,29.26%,-53.27,Cash,East
13-06-2024,2024,6,Q2,Store_2,Sports,Football,13,60.95,792.35,391.3,50.62%,401.05,169.57,21.40%,231.48,Digital Wallet,South
11-05-2023,2023,5,Q2,Store_1,Clothing,Shirt,12,345.77,4149.24,2262.43,45.47%,1886.81,714.38,17.22%,1172.43,Cash,North
06-06-2023,2023,6,Q2,Store_6,Sports,Running Shoes,15,20.59,308.85,125.15,59.48%,183.70,76.55,24.79%,107.15,Digital Wallet,West
28-12-2024,2024,12,Q4,Store_4,Electronics,Laptop,13,197.1,2562.30,1165.19,54.53%,1397.11,528.28,20.62%,868.83,Cash,North
07-12-2023,2023,12,Q4,Store_7,Groceries,Eggs,3,102.72,308.16,124.79,59.50%,183.37,32.03,10.39%,151.34,Digital Wallet,North
04-07-2024,2024,7,Q3,Store_6,Sports,Gym Bag,3,388.85,1166.55,900.79,22.78%,265.76,151.87,13.02%,113.89,Digital Wallet,North
15-03-2023,2023,3,Q1,Store_1,Electronics,Smartphone,19,129.25,2455.75,1556.9,36.60%,898.85,731.69,29.79%,167.16,Cash,West
21-02-2024,2024,2,Q1,Store_3,Sports,Basketball,1,169.93,169.93,86.95,48.83%,82.98,44.21,26.02%,38.77,Cash,West
25-03-2024,2024,3,Q1,Store_8,Clothing,Dress,6,332.46,1994.76,1551.77,22.21%,442.99,415.51,20.83%,27.48,Cash,East
31-10-2024,2024,10,Q4,Store_10,Home Decor,Chair,8,330.23,2641.84,2006.09,24.06%,635.75,475.28,17.99%,160.47,Cash,South
13-06-2022,2022,6,Q2,Store_9,Toys,Puzzle,11,190.59,2096.49,1050.28,49.90%,1046.21,610.30,29.11%,435.91,Card,East
29-10-2023,2023,10,Q4,Store_5,Sports,Tennis Racket,13,82.82,1076.66,773.63,28.15%,303.03,193.30,17.95%,109.73,Card,West
07-04-2022,2022,4,Q2,Store_1,Sports,Football,8,374.76,2998.08,1701.22,43.26%,1296.86,772.05,25.75%,524.81,Card,West
21-12-2023,2023,12,Q4,Store_6,Toys,Doll,18,293.95,5291.10,2969.44,43.88%,2321.66,1530.72,28.93%,790.94,Digital Wallet,East
04-01-2023,2023,1,Q1,Store_1,Toys,Doll,6,310.77,1864.62,1086.2,41.75%,778.42,519.89,27.88%,258.53,Digital Wallet,West
30-05-2023,2023,5,Q2,Store_4,Sports,Basketball,12,384.18,4610.16,3624.05,21.39%,986.11,785.59,17.04%,200.52,Card,South
29-01-2022,2022,1,Q1,Store_1,Toys,Lego Set,17,43.07,732.19,501.84,31.46%,230.35,78.35,10.70%,152.00,Cash,North
20-12-2022,2022,12,Q4,Store_6,Home Decor,Chair,8,466.43,3731.44,1702.29,54.38%,2029.15,731.52,19.60%,1297.63,Card,East
17-06-2022,2022,6,Q2,Store_6,Clothing,Jacket,8,329.1,2632.80,1988.94,24.46%,643.86,704.76,26.77%,-60.90,Card,East
23-12-2023,2023,12,Q4,Store_7,Home Decor,Chair,13,323.25,4202.25,3128.37,25.55%,1073.88,829.04,19.73%,244.84,Card,East
08-10-2023,2023,10,Q4,Store_2,Toys,Board Game,3,475.49,1426.47,675.63,52.64%,750.84,262.46,18.40%,488.38,Digital Wallet,North
23-11-2022,2022,11,Q4,Store_1,Toys,Puzzle,1,270.64,270.64,191.9,29.09%,78.74,60.63,22.40%,18.11,Digital Wallet,North
28-02-2022,2022,2,Q1,Store_4,Groceries,Milk,8,38.15,305.20,157.89,48.27%,147.31,48.47,15.88%,98.84,Cash,North
18-07-2023,2023,7,Q3,Store_10,Home Decor,Table,7,213.44,1494.08,1042.12,30.25%,451.96,190.37,12.74%,261.59,Cash,South
15-06-2022,2022,6,Q2,Store_7,Sports,Football,10,308.27,3082.70,2187.32,29.05%,895.38,450.06,14.60%,445.32,Digital Wallet,South
07-11-2024,2024,11,Q4,Store_10,Clothing,Jeans,19,457.4,8690.60,5708.57,34.31%,2982.03,1852.36,21.31%,1129.67,Cash,East
24-01-2023,2023,1,Q1,Store_5,Sports,Running Shoes,7,202.57,1417.99,711.54,49.82%,706.45,317.18,22.37%,389.27,Cash,North
12-12-2024,2024,12,Q4,Store_4,Electronics,Laptop,8,290.75,2326.00,1627.15,30.05%,698.85,485.44,20.87%,213.41,Cash,East
23-12-2022,2022,12,Q4,Store_1,Toys,Board Game,16,360.38,5766.08,3368.94,41.57%,2397.14,1064.82,18.47%,1332.32,Digital Wallet,North
16-03-2024,2024,3,Q1,Store_7,Groceries,Rice,13,55.32,719.16,315.27,56.16%,403.89,144.43,20.08%,259.46,Cash,West
27-07-2022,2022,7,Q3,Store_5,Electronics,Camera,3,300.08,900.24,586.15,34.89%,314.09,225.68,25.07%,88.41,Cash,North
02-07-2024,2024,7,Q3,Store_6,Sports,Running Shoes,8,402.52,3220.16,1409,56.24%,1811.16,367.40,11.41%,1443.76,Cash,South
30-07-2023,2023,7,Q3,Store_2,Home Decor,Lamp,6,11.71,70.26,43.53,38.04%,26.73,9.26,13.18%,17.47,Cash,South
11-03-2023,2023,3,Q1,Store_9,Groceries,Fruits,4,223.78,895.12,529.42,40.85%,365.70,128.92,14.40%,236.78,Cash,South
30-12-2022,2022,12,Q4,Store_8,Clothing,Jacket,19,290.76,5524.44,3344.46,39.46%,2179.98,932.88,16.89%,1247.10,Cash,East
06-01-2022,2022,1,Q1,Store_5,Home Decor,Table,15,161.28,2419.20,1733.47,28.35%,685.73,571.20,23.61%,114.53,Card,South
21-08-2022,2022,8,Q3,Store_2,Home Decor,Lamp,17,376.05,6392.85,3911,38.82%,2481.85,1087.22,17.01%,1394.63,Card,South
17-12-2024,2024,12,Q4,Store_9,Sports,Gym Bag,17,53.2,904.40,573.24,36.62%,331.16,153.09,16.93%,178.07,Card,West
31-12-2024,2024,12,Q4,Store_6,Toys,Lego Set,5,489.22,2446.10,1894.45,22.55%,551.65,382.15,15.62%,169.50,Cash,East
27-03-2022,2022,3,Q1,Store_2,Groceries,Bread,12,320.93,3851.16,1756.88,54.38%,2094.28,1100.78,28.58%,993.50,Digital Wallet,South
31-05-2024,2024,5,Q2,Store_9,Sports,Running Shoes,5,291.22,1456.10,930.53,36.09%,525.57,360.80,24.78%,164.77,Card,South
20-01-2024,2024,1,Q1,Store_2,Electronics,Tablet,18,71.38,1284.84,536,58.28%,748.84,199.74,15.55%,549.10,Digital Wallet,South
05-08-2024,2024,8,Q3,Store_2,Electronics,Tablet,10,190.95,1909.50,994.46,47.92%,915.04,395.30,20.70%,519.74,Card,North
17-03-2024,2024,3,Q1,Store_9,Sports,Gym Bag,16,493.9,7902.40,5181.53,34.43%,2720.87,1587.99,20.10%,1132.88,Cash,North
14-10-2023,2023,10,Q4,Store_2,Sports,Gym Bag,1,34.59,34.59,20.4,41.02%,14.19,6.89,19.92%,7.30,Cash,North
20-12-2023,2023,12,Q4,Store_3,Electronics,Smartphone,5,266.86,1334.30,967.77,27.47%,366.53,263.71,19.76%,102.82,Card,North
10-07-2022,2022,7,Q3,Store_6,Home Decor,Table,13,120.83,1570.79,663.43,57.76%,907.36,287.65,18.31%,619.71,Card,North
08-04-2022,2022,4,Q2,Store_5,Sports,Running Shoes,18,90.54,1629.72,1260.94,22.63%,368.78,236.54,14.51%,132.24,Digital Wallet,South
24-04-2023,2023,4,Q2,Store_9,Groceries,Milk,9,173.36,1560.24,1230.82,21.11%,329.42,371.59,23.82%,-42.17,Card,East
10-09-2023,2023,9,Q3,Store_6,Toys,Doll,19,193.86,3683.34,2340.58,36.45%,1342.76,569.10,15.45%,773.66,Card,West
02-01-2022,2022,1,Q1,Store_5,Electronics,Tablet,15,176.49,2647.35,1954.07,26.19%,693.28,641.07,24.22%,52.21,Card,West
09-01-2023,2023,1,Q1,Store_10,Home Decor,Chair,11,261.4,2875.40,1339.34,53.42%,1536.06,711.33,24.74%,824.73,Digital Wallet,West
31-05-2022,2022,5,Q2,Store_3,Clothing,Jacket,14,262.46,3674.44,2367.41,35.57%,1307.03,561.67,15.29%,745.36,Digital Wallet,South
01-06-2022,2022,6,Q2,Store_7,Groceries,Bread,14,399.68,5595.52,2430.17,56.57%,3165.35,1481.23,26.47%,1684.12,Cash,North
10-02-2023,2023,2,Q1,Store_10,Groceries,Eggs,6,120.67,724.02,433.98,40.06%,290.04,143.02,19.75%,147.02,Digital Wallet,East
03-12-2024,2024,12,Q4,Store_1,Toys,Action Figure,7,95.8,670.60,448.96,33.05%,221.64,189.85,28.31%,31.79,Card,West
24-10-2024,2024,10,Q4,Store_5,Toys,Doll,6,337.95,2027.70,926.61,54.30%,1101.09,259.37,12.79%,841.72,Cash,East
17-11-2022,2022,11,Q4,Store_7,Clothing,Jacket,2,369.43,738.86,589.12,20.27%,149.74,202.63,27.42%,-52.89,Digital Wallet,North
23-05-2022,2022,5,Q2,Store_4,Home Decor,Lamp,13,343.8,4469.40,1898.6,57.52%,2570.80,489.14,10.94%,2081.66,Cash,South
30-10-2024,2024,10,Q4,Store_5,Sports,Running Shoes,5,226.28,1131.40,647.08,42.81%,484.32,230.26,20.35%,254.06,Digital Wallet,West
16-12-2022,2022,12,Q4,Store_7,Electronics,Smartphone,19,130.36,2476.84,1244.08,49.77%,1232.76,717.81,28.98%,514.95,Cash,North
04-02-2023,2023,2,Q1,Store_9,Sports,Running Shoes,19,218.89,4158.91,1902.76,54.25%,2256.15,765.78,18.41%,1490.37,Digital Wallet,South
27-02-2022,2022,2,Q1,Store_8,Clothing,Dress,2,459.03,918.06,695.78,24.21%,222.28,169.21,18.43%,53.07,Card,East
28-12-2022,2022,12,Q4,Store_8,Toys,Lego Set,3,202.09,606.27,372.83,38.50%,233.44,172.16,28.40%,61.28,Card,East
07-08-2022,2022,8,Q3,Store_3,Clothing,Shirt,13,155.89,2026.57,1509.22,25.53%,517.35,314.20,15.50%,203.15,Card,South
14-10-2024,2024,10,Q4,Store_4,Home Decor,Sofa,8,174.4,1395.20,939.95,32.63%,455.25,344.80,24.71%,110.45,Cash,South
28-06-2024,2024,6,Q2,Store_8,Clothing,Shirt,5,281.55,1407.75,1096.47,22.11%,311.28,164.20,11.66%,147.08,Digital Wallet,North
15-03-2024,2024,3,Q1,Store_5,Groceries,Bread,9,235.51,2119.59,941.22,55.59%,1178.37,586.53,27.67%,591.84,Digital Wallet,West
27-03-2022,2022,3,Q1,Store_2,Sports,Tennis Racket,15,421.41,6321.15,3772.9,40.31%,2548.25,1380.02,21.83%,1168.23,Cash,North
23-09-2023,2023,9,Q3,Store_1,Sports,Basketball,11,104.35,1147.85,645.42,43.77%,502.43,160.68,14.00%,341.75,Digital Wallet,East
20-10-2024,2024,10,Q4,Store_2,Electronics,Tablet,12,83.4,1000.80,766.4,23.42%,234.40,275.91,27.57%,-41.51,Cash,North
18-11-2023,2023,11,Q4,Store_6,Clothing,Jacket,9,39.33,353.97,196.18,44.58%,157.79,50.81,14.35%,106.98,Cash,North
30-05-2023,2023,5,Q2,Store_4,Toys,Puzzle,2,326.28,652.56,491.46,24.69%,161.10,89.29,13.68%,71.81,Cash,South
10-06-2022,2022,6,Q2,Store_6,Home Decor,Chair,9,466.25,4196.25,1721.75,58.97%,2474.50,588.37,14.02%,1886.13,Digital Wallet,West
10-09-2024,2024,9,Q3,Store_2,Groceries,Milk,13,147.63,1919.19,916.4,52.25%,1002.79,206.19,10.74%,796.60,Digital Wallet,North
17-11-2024,2024,11,Q4,Store_7,Toys,Puzzle,10,136.95,1369.50,1050.18,23.32%,319.32,222.28,16.23%,97.04,Cash,East
15-09-2022,2022,9,Q3,Store_3,Sports,Tennis Racket,17,67.8,1152.60,516.07,55.23%,636.53,232.01,20.13%,404.52,Digital Wallet,East
04-08-2022,2022,8,Q3,Store_6,Electronics,Camera,13,260.01,3380.13,2265.42,32.98%,1114.71,787.72,23.30%,326.99,Cash,South
23-11-2024,2024,11,Q4,Store_10,Sports,Running Shoes,16,189.45,3031.20,1541.22,49.15%,1489.98,622.72,20.54%,867.26,Card,East
02-05-2022,2022,5,Q2,Store_7,Electronics,Laptop,3,259.16,777.48,447.91,42.39%,329.57,119.45,15.36%,210.12,Cash,South
20-06-2023,2023,6,Q2,Store_1,Sports,Running Shoes,4,76.53,306.12,130.36,57.42%,175.76,54.49,17.80%,121.27,Cash,East
02-09-2023,2023,9,Q3,Store_7,Toys,Action Figure,14,316.69,4433.66,3485.43,21.39%,948.23,531.99,12.00%,416.24,Digital Wallet,North
02-07-2023,2023,7,Q3,Store_2,Electronics,Headphones,11,244.98,2694.78,1228.93,54.40%,1465.85,605.96,22.49%,859.89,Card,West
08-08-2023,2023,8,Q3,Store_3,Groceries,Rice,6,245.53,1473.18,632.35,57.08%,840.83,220.98,15.00%,619.85,Cash,South
17-10-2024,2024,10,Q4,Store_4,Toys,Board Game,19,274.87,5222.53,3312.24,36.58%,1910.29,788.50,15.10%,1121.79,Digital Wallet,East
26-02-2024,2024,2,Q1,Store_4,Sports,Tennis Racket,13,280.22,3642.86,1725.63,52.63%,1917.23,743.14,20.40%,1174.09,Card,North
07-01-2022,2022,1,Q1,Store_8,Clothing,Shoes,13,162.86,2117.18,1551.64,26.71%,565.54,465.78,22.00%,99.76,Card,East
27-01-2022,2022,1,Q1,Store_1,Electronics,Headphones,3,404.42,1213.26,629.53,48.11%,583.73,290.84,23.97%,292.89,Digital Wallet,West
01-06-2022,2022,6,Q2,Store_9,Groceries,Milk,16,478.36,7653.76,4985.81,34.86%,2667.95,1463.72,19.12%,1204.23,Cash,North
28-06-2024,2024,6,Q2,Store_3,Toys,Board Game,19,201,3819.00,1590.96,58.34%,2228.04,1089.22,28.52%,1138.82,Cash,West
26-01-2022,2022,1,Q1,Store_3,Sports,Gym Bag,1,57.36,57.36,29.32,48.88%,28.04,15.95,27.81%,12.09,Cash,North
08-08-2023,2023,8,Q3,Store_9,Home Decor,Table,2,491.33,982.66,721.94,26.53%,260.72,285.14,29.02%,-24.42,Digital Wallet,North
12-08-2024,2024,8,Q3,Store_3,Electronics,Tablet,16,182.39,2918.24,1429.64,51.01%,1488.60,588.75,20.17%,899.85,Digital Wallet,East
15-01-2023,2023,1,Q1,Store_2,Groceries,Bread,18,136.81,2462.58,1771.51,28.06%,691.07,341.70,13.88%,349.37,Digital Wallet,East
16-07-2023,2023,7,Q3,Store_3,Toys,Puzzle,2,303.39,606.78,335.22,44.75%,271.56,139.17,22.94%,132.39,Digital Wallet,North
29-01-2024,2024,1,Q1,Store_2,Clothing,Jeans,16,382.44,6119.04,4060.95,33.63%,2058.09,638.97,10.44%,1419.12,Digital Wallet,West
12-05-2023,2023,5,Q2,Store_7,Toys,Puzzle,7,226.74,1587.18,870.48,45.16%,716.70,242.92,15.31%,473.78,Cash,West
05-11-2022,2022,11,Q4,Store_1,Home Decor,Curtains,12,125.54,1506.48,966.19,35.86%,540.29,398.10,26.43%,142.19,Digital Wallet,East
12-06-2023,2023,6,Q2,Store_9,Sports,Running Shoes,18,402.7,7248.60,5094.09,29.72%,2154.51,2164.78,29.86%,-10.27,Digital Wallet,East
21-02-2024,2024,2,Q1,Store_5,Clothing,Jeans,6,257.29,1543.74,732.29,52.56%,811.45,305.04,19.76%,506.41,Cash,North
01-03-2022,2022,3,Q1,Store_10,Toys,Board Game,3,149.71,449.13,281.16,37.40%,167.97,124.92,27.81%,43.05,Card,West
01-02-2023,2023,2,Q1,Store_2,Sports,Gym Bag,13,177,2301.00,1014.17,55.92%,1286.83,593.55,25.80%,693.28,Cash,North
04-12-2022,2022,12,Q4,Store_7,Toys,Lego Set,17,237.85,4043.45,2985.04,26.18%,1058.41,698.24,17.27%,360.17,Cash,North
04-06-2024,2024,6,Q2,Store_9,Electronics,Laptop,6,350.43,2102.58,1357.08,35.46%,745.50,428.67,20.39%,316.83,Digital Wallet,North
25-04-2024,2024,4,Q2,Store_2,Home Decor,Lamp,4,331.03,1324.12,641.08,51.58%,683.04,394.54,29.80%,288.50,Cash,South
11-09-2022,2022,9,Q3,Store_5,Electronics,Tablet,16,241.34,3861.44,1987.41,48.53%,1874.03,1132.46,29.33%,741.57,Cash,West
13-05-2023,2023,5,Q2,Store_7,Electronics,Smartphone,13,67.54,878.02,546.25,37.79%,331.77,114.85,13.08%,216.92,Card,East
08-03-2022,2022,3,Q1,Store_5,Sports,Football,5,102.8,514.00,320.86,37.58%,193.14,61.13,11.89%,132.01,Digital Wallet,North
14-01-2023,2023,1,Q1,Store_3,Toys,Lego Set,11,239.3,2632.30,1072.16,59.27%,1560.14,290.40,11.03%,1269.74,Digital Wallet,South
10-09-2022,2022,9,Q3,Store_7,Clothing,Jacket,19,366.23,6958.37,2821.37,59.45%,4137.00,2000.97,28.76%,2136.03,Digital Wallet,South
15-04-2023,2023,4,Q2,Store_6,Electronics,Headphones,6,395.71,2374.26,1250.84,47.32%,1123.42,642.84,27.08%,480.58,Digital Wallet,West
04-05-2022,2022,5,Q2,Store_10,Groceries,Bread,15,323.73,4855.95,3562.96,26.63%,1292.99,1046.31,21.55%,246.68,Card,South
18-05-2022,2022,5,Q2,Store_7,Electronics,Tablet,19,243.96,4635.24,2016.71,56.49%,2618.53,955.97,20.62%,1662.56,Card,South
28-03-2023,2023,3,Q1,Store_8,Home Decor,Curtains,1,246.11,246.11,126.59,48.56%,119.52,73.11,29.71%,46.41,Card,North
21-08-2022,2022,8,Q3,Store_4,Clothing,Shirt,9,280.47,2524.23,1428.6,43.40%,1095.63,691.48,27.39%,404.15,Card,West
04-11-2024,2024,11,Q4,Store_9,Sports,Running Shoes,6,363.34,2180.04,1231.1,43.53%,948.94,226.33,10.38%,722.61,Digital Wallet,South
11-11-2023,2023,11,Q4,Store_6,Toys,Board Game,12,234.71,2816.52,1362.67,51.62%,1453.85,500.67,17.78%,953.18,Digital Wallet,North
12-06-2022,2022,6,Q2,Store_3,Sports,Football,11,244.39,2688.29,1571.28,41.55%,1117.01,497.73,18.51%,619.28,Cash,North
22-03-2022,2022,3,Q1,Store_5,Electronics,Headphones,15,122.35,1835.25,752.79,58.98%,1082.46,469.25,25.57%,613.21,Card,East
05-02-2022,2022,2,Q1,Store_2,Sports,Basketball,18,227.93,4102.74,3270.83,20.28%,831.91,944.61,23.02%,-112.70,Card,South
18-02-2024,2024,2,Q1,Store_2,Toys,Puzzle,14,414,5796.00,4013.95,30.75%,1782.05,1726.44,29.79%,55.61,Cash,West
26-02-2022,2022,2,Q1,Store_7,Electronics,Tablet,9,332.35,2991.15,2286.74,23.55%,704.41,540.65,18.07%,163.76,Card,West
18-02-2022,2022,2,Q1,Store_3,Sports,Tennis Racket,3,231.74,695.22,396.38,42.98%,298.84,145.91,20.99%,152.93,Card,East
07-09-2023,2023,9,Q3,Store_6,Toys,Action Figure,11,343.65,3780.15,2861.89,24.29%,918.26,1117.53,29.56%,-199.27,Cash,South
13-08-2023,2023,8,Q3,Store_2,Toys,Lego Set,11,286.68,3153.48,1396.24,55.72%,1757.24,914.04,28.99%,843.20,Cash,West
26-11-2024,2024,11,Q4,Store_10,Groceries,Eggs,16,454.83,7277.28,4033.42,44.58%,3243.86,784.15,10.78%,2459.71,Card,South
27-02-2023,2023,2,Q1,Store_2,Electronics,Headphones,12,284.87,3418.44,2564.6,24.98%,853.84,499.95,14.63%,353.89,Digital Wallet,West
16-07-2024,2024,7,Q3,Store_3,Groceries,Bread,9,379.25,3413.25,2410.35,29.38%,1002.90,766.50,22.46%,236.40,Digital Wallet,East
10-06-2022,2022,6,Q2,Store_8,Home Decor,Chair,12,268.38,3220.56,1909.61,40.71%,1310.95,774.78,24.06%,536.17,Card,North
23-08-2024,2024,8,Q3,Store_2,Clothing,Dress,13,401.88,5224.44,4138.5,20.79%,1085.94,1303.27,24.95%,-217.33,Cash,West
21-12-2023,2023,12,Q4,Store_1,Home Decor,Sofa,6,231.27,1387.62,836.88,39.69%,550.74,212.90,15.34%,337.84,Card,North
28-05-2024,2024,5,Q2,Store_4,Home Decor,Lamp,14,373.73,5232.22,3190.29,39.03%,2041.93,841.42,16.08%,1200.51,Card,South
04-03-2024,2024,3,Q1,Store_9,Groceries,Fruits,1,74.09,74.09,56.8,23.34%,17.29,18.84,25.43%,-1.55,Cash,West
